note_id,episode_id,dominant_topic,topic_label,topic_strength,long_stay_3yr
132,21,3,Visitation & Contact,0.7999998444611065,False
133,21,2,Court & Legal,0.7999999001857484,False
134,21,4,Placement & Stability,0.7999999208885954,False
135,21,3,Visitation & Contact,0.7999998444611065,False
136,21,3,Visitation & Contact,0.7999998444611065,False
137,21,3,Visitation & Contact,0.7999998444611065,False
138,22,3,Visitation & Contact,0.7999998444611065,False
139,22,3,Visitation & Contact,0.8857141991067201,False
140,22,1,Assessment & Services,0.8399999105824043,False
141,22,5,Safety & Wellbeing,0.7999999202447795,False
142,22,5,Safety & Wellbeing,0.7999999200044108,False
143,22,4,Placement & Stability,0.7994821080875453,False
144,22,2,Court & Legal,0.7999999001857484,False
145,22,1,Assessment & Services,0.8399999105824043,False
146,22,2,Court & Legal,0.7999999001857484,False
147,23,1,Assessment & Services,0.7999998810899477,False
148,23,5,Safety & Wellbeing,0.7999999202447795,False
149,23,3,Visitation & Contact,0.8857141991067201,False
150,23,5,Safety & Wellbeing,0.7999999200044108,False
151,23,1,Assessment & Services,0.7999998810899477,False
152,24,5,Safety & Wellbeing,0.7999999202447795,False
153,24,5,Safety & Wellbeing,0.7999999202447795,False
154,24,5,Safety & Wellbeing,0.7999999202447795,False
155,24,2,Court & Legal,0.79952265658323,False
156,24,1,Assessment & Services,0.7999998810899477,False
157,24,1,Assessment & Services,0.7999998810899477,False
158,24,4,Placement & Stability,0.7994821080875453,False
159,24,3,Visitation & Contact,0.8857141991067201,False
160,24,1,Assessment & Services,0.8399999105824043,False
161,25,3,Visitation & Contact,0.7999998444611065,False
162,25,4,Placement & Stability,0.7999999208885954,False
163,25,2,Court & Legal,0.7999999001857484,False
164,25,2,Court & Legal,0.79952265658323,False
165,25,2,Court & Legal,0.79952265658323,False
166,25,3,Visitation & Contact,0.8857141991067201,False
167,25,5,Safety & Wellbeing,0.7999999200044108,False
168,26,2,Court & Legal,0.79952265658323,False
169,26,2,Court & Legal,0.7999999001857484,False
170,26,3,Visitation & Contact,0.7999998444611065,False
171,27,4,Placement & Stability,0.7994821080875453,False
172,27,3,Visitation & Contact,0.8857141991067201,False
173,27,4,Placement & Stability,0.7994821080875453,False
174,27,4,Placement & Stability,0.7999999208885954,False
175,27,3,Visitation & Contact,0.7999998444611065,False
176,27,5,Safety & Wellbeing,0.7999999202447795,False
177,27,3,Visitation & Contact,0.7999998444611065,False
178,27,1,Assessment & Services,0.7999998810899477,False
179,27,4,Placement & Stability,0.7999999208885954,False
180,28,4,Placement & Stability,0.7994821080875453,True
181,28,4,Placement & Stability,0.7994821080875453,True
182,28,2,Court & Legal,0.79952265658323,True
183,28,5,Safety & Wellbeing,0.7999999200044108,True
184,28,2,Court & Legal,0.79952265658323,True
185,28,3,Visitation & Contact,0.8857141991067201,True
186,28,3,Visitation & Contact,0.7999998444611065,True
187,29,3,Visitation & Contact,0.8857141991067201,True
188,29,3,Visitation & Contact,0.8857141991067201,True
189,29,5,Safety & Wellbeing,0.7999999202447795,True
190,29,1,Assessment & Services,0.7999998810899477,True
191,30,4,Placement & Stability,0.7994821080875453,True
192,30,5,Safety & Wellbeing,0.7999999200044108,True
193,30,4,Placement & Stability,0.7999999208885954,True
194,30,1,Assessment & Services,0.7999998810899477,True
195,31,2,Court & Legal,0.79952265658323,False
196,31,3,Visitation & Contact,0.7999998444611065,False
197,31,5,Safety & Wellbeing,0.7999999202447795,False
198,31,1,Assessment & Services,0.8399999105824043,False
199,31,3,Visitation & Contact,0.7999998444611065,False
200,31,5,Safety & Wellbeing,0.7999999202447795,False
201,31,3,Visitation & Contact,0.7999998444611065,False
202,31,3,Visitation & Contact,0.7999998444611065,False
203,32,3,Visitation & Contact,0.8857141991067201,False
204,32,1,Assessment & Services,0.8399999105824043,False
205,32,1,Assessment & Services,0.7999998810899477,False
206,32,4,Placement & Stability,0.7999999208885954,False
207,32,5,Safety & Wellbeing,0.7999999202447795,False
208,32,5,Safety & Wellbeing,0.7999999202447795,False
209,32,4,Placement & Stability,0.7999999208885954,False
210,33,5,Safety & Wellbeing,0.7999999202447795,True
211,33,2,Court & Legal,0.7999999001857484,True
212,33,1,Assessment & Services,0.8399999105824043,True
213,33,2,Court & Legal,0.79952265658323,True
214,33,5,Safety & Wellbeing,0.7999999202447795,True
215,33,1,Assessment & Services,0.7999998810899477,True
216,33,5,Safety & Wellbeing,0.7999999200044108,True
217,33,5,Safety & Wellbeing,0.7999999202447795,True
218,33,1,Assessment & Services,0.8399999105824043,True
219,33,3,Visitation & Contact,0.8857141991067201,True
220,34,2,Court & Legal,0.79952265658323,True
221,34,5,Safety & Wellbeing,0.7999999202447795,True
222,34,2,Court & Legal,0.7999999001857484,True
223,34,4,Placement & Stability,0.7999999208885954,True
224,35,4,Placement & Stability,0.7994821080875453,False
225,35,5,Safety & Wellbeing,0.7999999200044108,False
226,35,3,Visitation & Contact,0.8857141991067201,False
227,35,4,Placement & Stability,0.7999999208885954,False
228,35,3,Visitation & Contact,0.8857141991067201,False
229,35,3,Visitation & Contact,0.7999998444611065,False
230,35,1,Assessment & Services,0.7999998810899477,False
231,35,3,Visitation & Contact,0.7999998444611065,False
232,35,1,Assessment & Services,0.7999998810899477,False
233,35,4,Placement & Stability,0.7999999208885954,False
234,36,1,Assessment & Services,0.8399999105824043,False
235,36,1,Assessment & Services,0.8399999105824043,False
236,36,4,Placement & Stability,0.7994821080875453,False
237,36,2,Court & Legal,0.7999999001857484,False
238,36,2,Court & Legal,0.79952265658323,False
239,37,1,Assessment & Services,0.8399999105824043,False
240,37,5,Safety & Wellbeing,0.7999999200044108,False
241,37,3,Visitation & Contact,0.7999998444611065,False
242,37,2,Court & Legal,0.7999999001857484,False
243,37,4,Placement & Stability,0.7994821080875453,False
244,37,1,Assessment & Services,0.7999998810899477,False
245,37,4,Placement & Stability,0.7999999208885954,False
246,37,2,Court & Legal,0.7999999001857484,False
247,37,2,Court & Legal,0.79952265658323,False
248,37,4,Placement & Stability,0.7999999208885954,False
249,38,1,Assessment & Services,0.8399999105824043,False
250,38,3,Visitation & Contact,0.8857141991067201,False
251,38,1,Assessment & Services,0.7999998810899477,False
252,38,5,Safety & Wellbeing,0.7999999202447795,False
253,38,1,Assessment & Services,0.8399999105824043,False
254,38,1,Assessment & Services,0.8399999105824043,False
255,38,2,Court & Legal,0.79952265658323,False
256,38,3,Visitation & Contact,0.8857141991067201,False
257,39,5,Safety & Wellbeing,0.7999999200044108,True
258,39,3,Visitation & Contact,0.8857141991067201,True
259,39,2,Court & Legal,0.79952265658323,True
260,39,3,Visitation & Contact,0.8857141991067201,True
261,39,4,Placement & Stability,0.7994821080875453,True
262,39,1,Assessment & Services,0.8399999105824043,True
263,40,2,Court & Legal,0.79952265658323,False
264,40,1,Assessment & Services,0.8399999105824043,False
265,40,3,Visitation & Contact,0.8857141991067201,False
266,40,5,Safety & Wellbeing,0.7999999200044108,False
267,40,3,Visitation & Contact,0.8857141991067201,False
268,40,5,Safety & Wellbeing,0.7999999200044108,False
269,40,4,Placement & Stability,0.7994821080875453,False
270,40,2,Court & Legal,0.79952265658323,False
271,41,2,Court & Legal,0.7999999001857484,False
272,41,5,Safety & Wellbeing,0.7999999200044108,False
273,41,1,Assessment & Services,0.7999998810899477,False
274,41,4,Placement & Stability,0.7994821080875453,False
275,41,4,Placement & Stability,0.7999999208885954,False
276,41,1,Assessment & Services,0.7999998810899477,False
277,41,5,Safety & Wellbeing,0.7999999202447795,False
278,41,3,Visitation & Contact,0.8857141991067201,False
279,41,5,Safety & Wellbeing,0.7999999202447795,False
280,42,3,Visitation & Contact,0.8857141991067201,False
281,42,3,Visitation & Contact,0.7999998444611065,False
282,42,1,Assessment & Services,0.8399999105824043,False
283,42,4,Placement & Stability,0.7999999208885954,False
284,43,1,Assessment & Services,0.7999998810899477,False
285,43,4,Placement & Stability,0.7994821080875453,False
286,43,2,Court & Legal,0.79952265658323,False
287,44,5,Safety & Wellbeing,0.7999999200044108,False
288,44,5,Safety & Wellbeing,0.7999999200044108,False
289,44,1,Assessment & Services,0.7999998810899477,False
290,44,5,Safety & Wellbeing,0.7999999202447795,False
291,44,1,Assessment & Services,0.7999998810899477,False
292,44,3,Visitation & Contact,0.8857141991067201,False
293,45,3,Visitation & Contact,0.7999998444611065,False
294,45,3,Visitation & Contact,0.8857141991067201,False
295,45,1,Assessment & Services,0.7999998810899477,False
963,148,4,Placement & Stability,0.7999999208885954,True
296,45,3,Visitation & Contact,0.8857141991067201,False
297,45,1,Assessment & Services,0.7999998810899477,False
298,45,1,Assessment & Services,0.8399999105824043,False
299,45,1,Assessment & Services,0.8399999105824043,False
300,45,4,Placement & Stability,0.7999999208885954,False
301,45,1,Assessment & Services,0.7999998810899477,False
302,46,2,Court & Legal,0.79952265658323,False
303,46,5,Safety & Wellbeing,0.7999999202447795,False
304,46,3,Visitation & Contact,0.7999998444611065,False
305,46,5,Safety & Wellbeing,0.7999999200044108,False
306,46,2,Court & Legal,0.7999999001857484,False
307,46,4,Placement & Stability,0.7994821080875453,False
308,46,1,Assessment & Services,0.8399999105824043,False
309,46,5,Safety & Wellbeing,0.7999999202447795,False
310,46,5,Safety & Wellbeing,0.7999999200044108,False
311,47,5,Safety & Wellbeing,0.7999999202447795,True
312,47,2,Court & Legal,0.7999999001857484,True
313,47,4,Placement & Stability,0.7999999208885954,True
314,47,5,Safety & Wellbeing,0.7999999202447795,True
315,47,3,Visitation & Contact,0.8857141991067201,True
316,47,4,Placement & Stability,0.7994821080875453,True
317,48,3,Visitation & Contact,0.8857141991067201,False
318,48,5,Safety & Wellbeing,0.7999999202447795,False
319,48,1,Assessment & Services,0.7999998810899477,False
320,49,2,Court & Legal,0.79952265658323,False
321,49,4,Placement & Stability,0.7994821080875453,False
322,49,4,Placement & Stability,0.7999999208885954,False
323,49,5,Safety & Wellbeing,0.7999999202447795,False
324,49,4,Placement & Stability,0.7994821080875453,False
325,49,3,Visitation & Contact,0.8857141991067201,False
326,49,5,Safety & Wellbeing,0.7999999200044108,False
327,49,4,Placement & Stability,0.7994821080875453,False
328,50,5,Safety & Wellbeing,0.7999999202447795,False
329,50,3,Visitation & Contact,0.8857141991067201,False
330,50,4,Placement & Stability,0.7999999208885954,False
331,51,3,Visitation & Contact,0.8857141991067201,False
332,51,2,Court & Legal,0.79952265658323,False
333,51,1,Assessment & Services,0.7999998810899477,False
334,51,5,Safety & Wellbeing,0.7999999202447795,False
335,51,2,Court & Legal,0.7999999001857484,False
336,52,5,Safety & Wellbeing,0.7999999202447795,False
337,52,5,Safety & Wellbeing,0.7999999200044108,False
338,52,5,Safety & Wellbeing,0.7999999202447795,False
339,52,4,Placement & Stability,0.7999999208885954,False
340,52,5,Safety & Wellbeing,0.7999999200044108,False
341,52,2,Court & Legal,0.79952265658323,False
342,53,3,Visitation & Contact,0.8857141991067201,False
343,53,5,Safety & Wellbeing,0.7999999202447795,False
344,53,5,Safety & Wellbeing,0.7999999200044108,False
345,53,1,Assessment & Services,0.7999998810899477,False
346,53,4,Placement & Stability,0.7999999208885954,False
347,53,5,Safety & Wellbeing,0.7999999202447795,False
348,53,3,Visitation & Contact,0.8857141991067201,False
349,53,4,Placement & Stability,0.7994821080875453,False
350,53,4,Placement & Stability,0.7994821080875453,False
351,54,3,Visitation & Contact,0.8857141991067201,False
352,54,1,Assessment & Services,0.8399999105824043,False
353,54,4,Placement & Stability,0.7994821080875453,False
354,54,4,Placement & Stability,0.7994821080875453,False
355,54,5,Safety & Wellbeing,0.7999999202447795,False
356,54,1,Assessment & Services,0.8399999105824043,False
357,54,5,Safety & Wellbeing,0.7999999200044108,False
358,54,5,Safety & Wellbeing,0.7999999200044108,False
359,54,1,Assessment & Services,0.7999998810899477,False
360,55,1,Assessment & Services,0.8399999105824043,True
361,55,3,Visitation & Contact,0.7999998444611065,True
362,55,3,Visitation & Contact,0.7999998444611065,True
363,55,4,Placement & Stability,0.7994821080875453,True
364,56,3,Visitation & Contact,0.7999998444611065,True
365,56,4,Placement & Stability,0.7994821080875453,True
366,56,1,Assessment & Services,0.8399999105824043,True
367,56,4,Placement & Stability,0.7999999208885954,True
368,56,1,Assessment & Services,0.8399999105824043,True
369,56,2,Court & Legal,0.79952265658323,True
370,56,5,Safety & Wellbeing,0.7999999202447795,True
371,56,4,Placement & Stability,0.7999999208885954,True
372,56,4,Placement & Stability,0.7999999208885954,True
373,57,1,Assessment & Services,0.7999998810899477,True
374,57,1,Assessment & Services,0.7999998810899477,True
375,57,5,Safety & Wellbeing,0.7999999200044108,True
376,57,5,Safety & Wellbeing,0.7999999200044108,True
377,57,5,Safety & Wellbeing,0.7999999202447795,True
378,57,2,Court & Legal,0.79952265658323,True
379,57,2,Court & Legal,0.7999999001857484,True
380,57,1,Assessment & Services,0.7999998810899477,True
381,58,5,Safety & Wellbeing,0.7999999202447795,True
382,58,5,Safety & Wellbeing,0.7999999202447795,True
383,58,3,Visitation & Contact,0.7999998444611065,True
384,59,1,Assessment & Services,0.7999998810899477,False
385,59,4,Placement & Stability,0.7994821080875453,False
386,59,1,Assessment & Services,0.8399999105824043,False
387,59,4,Placement & Stability,0.7994821080875453,False
388,59,4,Placement & Stability,0.7994821080875453,False
389,59,2,Court & Legal,0.79952265658323,False
390,59,3,Visitation & Contact,0.7999998444611065,False
391,60,4,Placement & Stability,0.7994821080875453,True
392,60,3,Visitation & Contact,0.8857141991067201,True
393,60,1,Assessment & Services,0.8399999105824043,True
394,60,1,Assessment & Services,0.8399999105824043,True
395,60,3,Visitation & Contact,0.8857141991067201,True
396,60,5,Safety & Wellbeing,0.7999999202447795,True
397,60,3,Visitation & Contact,0.7999998444611065,True
398,60,2,Court & Legal,0.79952265658323,True
399,60,2,Court & Legal,0.7999999001857484,True
400,61,4,Placement & Stability,0.7994821080875453,False
401,61,3,Visitation & Contact,0.7999998444611065,False
402,61,2,Court & Legal,0.79952265658323,False
403,61,3,Visitation & Contact,0.8857141991067201,False
404,61,2,Court & Legal,0.79952265658323,False
405,61,1,Assessment & Services,0.7999998810899477,False
406,61,1,Assessment & Services,0.8399999105824043,False
407,61,1,Assessment & Services,0.8399999105824043,False
408,61,3,Visitation & Contact,0.7999998444611065,False
409,61,3,Visitation & Contact,0.7999998444611065,False
410,62,5,Safety & Wellbeing,0.7999999200044108,False
411,62,1,Assessment & Services,0.8399999105824043,False
412,62,5,Safety & Wellbeing,0.7999999200044108,False
413,62,4,Placement & Stability,0.7999999208885954,False
414,62,3,Visitation & Contact,0.8857141991067201,False
415,62,1,Assessment & Services,0.7999998810899477,False
416,62,5,Safety & Wellbeing,0.7999999202447795,False
417,63,3,Visitation & Contact,0.7999998444611065,False
418,63,4,Placement & Stability,0.7999999208885954,False
419,63,4,Placement & Stability,0.7999999208885954,False
420,63,3,Visitation & Contact,0.8857141991067201,False
421,63,3,Visitation & Contact,0.7999998444611065,False
422,64,3,Visitation & Contact,0.8857141991067201,False
423,64,1,Assessment & Services,0.8399999105824043,False
424,64,4,Placement & Stability,0.7999999208885954,False
425,64,2,Court & Legal,0.7999999001857484,False
426,64,2,Court & Legal,0.79952265658323,False
427,64,3,Visitation & Contact,0.7999998444611065,False
428,64,3,Visitation & Contact,0.7999998444611065,False
429,65,3,Visitation & Contact,0.8857141991067201,False
430,65,2,Court & Legal,0.79952265658323,False
431,65,1,Assessment & Services,0.8399999105824043,False
432,65,4,Placement & Stability,0.7994821080875453,False
433,65,5,Safety & Wellbeing,0.7999999202447795,False
434,65,5,Safety & Wellbeing,0.7999999200044108,False
435,65,3,Visitation & Contact,0.8857141991067201,False
436,66,5,Safety & Wellbeing,0.7999999202447795,False
437,66,2,Court & Legal,0.7999999001857484,False
438,66,1,Assessment & Services,0.8399999105824043,False
439,67,4,Placement & Stability,0.7999999208885954,False
440,67,3,Visitation & Contact,0.8857141991067201,False
441,67,1,Assessment & Services,0.8399999105824043,False
442,67,4,Placement & Stability,0.7994821080875453,False
443,67,1,Assessment & Services,0.8399999105824043,False
444,67,2,Court & Legal,0.79952265658323,False
445,68,2,Court & Legal,0.7999999001857484,False
446,68,4,Placement & Stability,0.7999999208885954,False
447,68,5,Safety & Wellbeing,0.7999999202447795,False
448,68,5,Safety & Wellbeing,0.7999999202447795,False
449,68,2,Court & Legal,0.79952265658323,False
450,68,1,Assessment & Services,0.7999998810899477,False
451,69,5,Safety & Wellbeing,0.7999999202447795,True
452,69,1,Assessment & Services,0.8399999105824043,True
453,69,4,Placement & Stability,0.7999999208885954,True
454,69,3,Visitation & Contact,0.8857141991067201,True
455,69,3,Visitation & Contact,0.7999998444611065,True
456,69,5,Safety & Wellbeing,0.7999999200044108,True
457,69,5,Safety & Wellbeing,0.7999999202447795,True
458,69,1,Assessment & Services,0.7999998810899477,True
459,70,5,Safety & Wellbeing,0.7999999200044108,False
460,70,5,Safety & Wellbeing,0.7999999200044108,False
461,70,5,Safety & Wellbeing,0.7999999200044108,False
462,70,2,Court & Legal,0.79952265658323,False
463,71,3,Visitation & Contact,0.7999998444611065,False
464,71,3,Visitation & Contact,0.7999998444611065,False
465,71,1,Assessment & Services,0.8399999105824043,False
466,72,4,Placement & Stability,0.7994821080875453,False
467,72,4,Placement & Stability,0.7994821080875453,False
468,72,5,Safety & Wellbeing,0.7999999200044108,False
469,72,4,Placement & Stability,0.7999999208885954,False
470,72,2,Court & Legal,0.7999999001857484,False
471,72,3,Visitation & Contact,0.7999998444611065,False
472,72,5,Safety & Wellbeing,0.7999999202447795,False
473,72,2,Court & Legal,0.7999999001857484,False
474,73,2,Court & Legal,0.79952265658323,False
475,73,1,Assessment & Services,0.7999998810899477,False
476,73,2,Court & Legal,0.7999999001857484,False
477,73,5,Safety & Wellbeing,0.7999999202447795,False
478,73,2,Court & Legal,0.79952265658323,False
479,73,4,Placement & Stability,0.7994821080875453,False
480,73,5,Safety & Wellbeing,0.7999999202447795,False
481,73,1,Assessment & Services,0.7999998810899477,False
482,73,4,Placement & Stability,0.7994821080875453,False
483,73,4,Placement & Stability,0.7994821080875453,False
484,74,5,Safety & Wellbeing,0.7999999200044108,False
485,74,3,Visitation & Contact,0.8857141991067201,False
486,74,4,Placement & Stability,0.7994821080875453,False
487,74,4,Placement & Stability,0.7994821080875453,False
488,74,1,Assessment & Services,0.7999998810899477,False
489,74,2,Court & Legal,0.7999999001857484,False
490,74,4,Placement & Stability,0.7994821080875453,False
491,74,1,Assessment & Services,0.7999998810899477,False
492,74,1,Assessment & Services,0.8399999105824043,False
493,75,4,Placement & Stability,0.7999999208885954,False
494,75,1,Assessment & Services,0.7999998810899477,False
495,75,2,Court & Legal,0.79952265658323,False
496,75,3,Visitation & Contact,0.8857141991067201,False
497,75,1,Assessment & Services,0.7999998810899477,False
498,75,1,Assessment & Services,0.7999998810899477,False
499,75,3,Visitation & Contact,0.7999998444611065,False
500,76,4,Placement & Stability,0.7994821080875453,True
501,76,4,Placement & Stability,0.7999999208885954,True
502,76,4,Placement & Stability,0.7994821080875453,True
503,76,1,Assessment & Services,0.8399999105824043,True
504,76,4,Placement & Stability,0.7999999208885954,True
505,76,1,Assessment & Services,0.7999998810899477,True
506,76,3,Visitation & Contact,0.7999998444611065,True
507,76,5,Safety & Wellbeing,0.7999999202447795,True
508,76,4,Placement & Stability,0.7999999208885954,True
509,76,2,Court & Legal,0.79952265658323,True
510,77,4,Placement & Stability,0.7994821080875453,False
511,77,5,Safety & Wellbeing,0.7999999200044108,False
512,77,4,Placement & Stability,0.7999999208885954,False
513,78,1,Assessment & Services,0.8399999105824043,False
514,78,1,Assessment & Services,0.7999998810899477,False
515,78,2,Court & Legal,0.7999999001857484,False
516,78,4,Placement & Stability,0.7999999208885954,False
517,79,4,Placement & Stability,0.7994821080875453,True
518,79,4,Placement & Stability,0.7994821080875453,True
519,79,2,Court & Legal,0.7999999001857484,True
520,80,4,Placement & Stability,0.7994821080875453,False
521,80,5,Safety & Wellbeing,0.7999999200044108,False
522,80,5,Safety & Wellbeing,0.7999999202447795,False
523,80,2,Court & Legal,0.79952265658323,False
524,80,1,Assessment & Services,0.8399999105824043,False
525,80,2,Court & Legal,0.7999999001857484,False
526,80,5,Safety & Wellbeing,0.7999999200044108,False
527,80,5,Safety & Wellbeing,0.7999999202447795,False
528,81,1,Assessment & Services,0.8399999105824043,False
529,81,5,Safety & Wellbeing,0.7999999200044108,False
530,81,2,Court & Legal,0.79952265658323,False
531,81,1,Assessment & Services,0.8399999105824043,False
532,82,2,Court & Legal,0.7999999001857484,True
533,82,3,Visitation & Contact,0.8857141991067201,True
534,82,4,Placement & Stability,0.7999999208885954,True
535,82,4,Placement & Stability,0.7994821080875453,True
536,82,1,Assessment & Services,0.7999998810899477,True
537,82,3,Visitation & Contact,0.7999998444611065,True
538,82,3,Visitation & Contact,0.7999998444611065,True
539,83,2,Court & Legal,0.7999999001857484,False
540,83,5,Safety & Wellbeing,0.7999999202447795,False
541,83,5,Safety & Wellbeing,0.7999999202447795,False
542,83,3,Visitation & Contact,0.8857141991067201,False
543,83,1,Assessment & Services,0.8399999105824043,False
544,84,1,Assessment & Services,0.8399999105824043,False
